Store Name,City,State/Province,Country,Phone Number,Timezone,Longitude,Latitude
Xizang,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.5,25.03
Han Chung,Taipei City,TPE,TW,886-2-2370-5893,GMT+08:00 Asia/Taipei,121.5,25.04
TTV,Taipei City,TPE,TW,866-2-2579-3016,GMT+08:00 Asia/Taipei,120.72,24.15
Guang Ming,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.5,25.14
Hang Zhou,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.52,25.04
Syntrend Image Culture Center,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.53,25.04
Taipei Veterans Hospital-1F,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.52,25.12
Song Ren,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.55,25.06
101 35F,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.58,25.03
Fu An,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.54,25.04
COZZI Hotel - 1F - Taipei Zhongxiao,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.53,25.04
Keelung Guangfu-Xinyi,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.56,25.03
Zhongshan Tianmu,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.53,25.12
Zhengxing,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.52,25.12
Lin Sen,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.53,25.05
TMU Hospital,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.53,25.12
Bei Ning,Taipei City,TPE,TW,886-2-2570-6312,GMT+08:00 Asia/Taipei,121.55,25.05
Sanmin Nanjing,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.56,25.05
Kulun Chengde,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.52,25.07
ATT - 1F,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,120.23,23.01
Miramar,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.56,25.08
Breeze - GF,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.54,25.05
Taipei Circle,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.51,25.05
Q Square - S - Taipei Datong,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.53,24.98
Hwai Ning,Taipei City,TPE,TW,886-2-2389-3776,GMT+08:00 Asia/Taipei,121.51,25.04
Zhong Xin,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.54,25.04
SOGO Taipei,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.55,25.04
Yangguang Neihu,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.58,25.07
Yong Chun,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.47,25.01
Hankyu Xinyi-2F-Taipei,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.57,25.04
Fu Xing,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.51,25.06
Ji Hu,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.57,25.08
Xinyi Songde,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.57,25.03
Hong Tai,Taipei City,TPE,TW,886-2-2740-6782,GMT+08:00 Asia/Taipei,121.46,25.02
Jianguo Nanjing,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.54,25.05
Bangka - Xiyuan,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.5,25.03
Wan Fang Hospital,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,120.73,24.12
Taipei Station 2F,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.47,25.08
Jingxing  Wenshan,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.54,24.99
Chien Ho,Taipei City,TPE,TW,886-2-2363-9331,GMT+08:00 Asia/Taipei,121.55,25.03
Wuxing - Taipei,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.56,25.03
Zheng Da,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.56,24.99
Muzha,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.55,24.99
Xin Guang,Taipei City,TPE,TW,886-2-8789-4099,GMT+08:00 Asia/Taipei,120.72,24.1
Software Park 2 - Bldg G 2F,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,120.73,24.14
Core Pacific City,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.48,25.02
Rui Chuan,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.57,25.08
CTS,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.56,25.04
MRT,Taipei City,TPE,TW,886-2-2375-9066,GMT+08:00 Asia/Taipei,121.52,25.05
Min Sheng,Taipei City,TPE,TW,886-2-2712-0428,GMT+08:00 Asia/Taipei,121.54,25.06
Tianmu & Zongcheng,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.53,25.12
Xi Hu,Taipei City,TPE,TW,866-2-2627-6027,GMT+08:00 Asia/Taipei,121.57,25.08
Chengde-Shilin,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.52,25.08
Shi Jie,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.53,25.1
Ho-Ping,Taipei City,TPE,TW,886-2-2369-4200,GMT+08:00 Asia/Taipei,121.46,25
Jiuzong Xinhu,Taipei City,TPE,TW,,GMT+08:00 Asia/Taipei,121.58,25.06
Ban Ming,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.48,25.02
MRT Xindian Station - 2F,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.54,24.96
Shuang He,New Taipei City,TPQ,TW,886-2-8231-5476,GMT+08:00 Asia/Taipei,121.51,25.01
Jincheng-Tucheng,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.46,24.99
Huqian Xizhi,New Taipei city,TPQ,TW,,GMT+08:00 Asia/Taipei,121.63,25.07
Zhongshan Shulin,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.51,25.01
Xinpu Banqiao,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.47,25.02
a.Mart - Yonghe - 1F,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.52,25
Xinzhuang Siyuan,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.46,25.05
Zhongshan Tamsui,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.52,25.06
San Chong,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.5,25.06
Tzu Chi,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.54,24.98
Tang Cheng,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.49,25.06
Wen Hua - Linkou,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.37,25.07
Xuecheng - Sanxia,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.38,24.94
Li Yan,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.48,25.01
Liancheng - Zhonghe,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.5,25
Zhongxiao-Banqiao,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.46,25
Riverside,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.5,25.06
Far East World,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.66,25.07
Heping Zhonghe,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.51,24.99
Er Chong,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.5,25.06
Dan Shui,New Taipei City,TPQ,TW,886-2-2625-5339,GMT+08:00 Asia/Taipei,121.51,25.08
Jixian-Sanchong,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.48,25.05
Fullon Hotel-Fishermen's Wharf,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.56,25.05
U Mall - A - 1F - Xizhi,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.63,25.06
Far East Century Park-J,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.49,25
Ban Zhong,New Taipei City,TPQ,TW,866-2-29635728,GMT+08:00 Asia/Taipei,121.48,25.02
Ban Qiao,New Taipei City,TPQ,TW,886-2-8952-3190,GMT+08:00 Asia/Taipei,121.48,25.02
Xin Zhuang,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.46,25.05
Zhu Lin,New Taipei City,TPQ,TW,2921-2560,GMT+08:00 Asia/Taipei,121.55,25.06
Zhongzheng Yonghe,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.52,25.09
Ya Dong,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.45,25.01
Tu Cheng,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.46,24.98
Ban Shung,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.48,25.03
Ape Square - 1F - Banqiao,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.47,25.02
Sanchong Sanhe,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.48,25.08
TSA Taipei Songshan Airport - T1 2F,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.55,25.05
Xizhi Datong,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.66,25.07
MITSUI OUTLET PARK - Linkou,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.37,25.07
Wenhua 3rd Rd - Linkou,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.36,25.07
Changrong Luzhou,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.46,25.09
J-Mart-1F-Taipei Xindian,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.54,24.98
Xintai Xinzhuang,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.45,25.04
Zhu Wei,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.46,25.14
Xin Zhong,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.55,24.97
Global Mall,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.48,25.01
Zhengyi- Sanchong,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.5,25.07
Xin Dian,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.54,24.97
New Taipei Blvd Sanchong,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.49,25.06
Wanban Banqiao,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.47,25.02
Xinzhuang Zhongzheng,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.45,25.04
Yonghe Anle,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.51,25
Shuang He Hospital - 1F - Zhong He,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.49,25
Sanmin Luzhou,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.47,25.09
Zhongzheng Shuangfeng-Xinzhuang,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.41,25.02
Mega city 2F - Banqiao,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.47,25.01
Xindian Zhongzheng,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.54,24.97
Bei Xin,New Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.54,24.98
NTUH Hospital - B1,Taipei City,TPQ,TW,,GMT+08:00 Asia/Taipei,121.52,25.04
Tai Dong,Taitung City,TTT,TW,,GMT+08:00 Asia/Taipei,121.15,22.75
Guangyuan- Fengshan,Kaohsiung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.36,22.63
Dali,Taichung,TXG,TW,,GMT+08:00 Asia/Taipei,120.69,24.1
Feng Yuan,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.72,24.25
Chong De,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.7,24.18
Songzhu Beitun,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.68,24.19
Dajia,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.62,24.35
CMU - Children Medical Build 1st Fl,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.74,24.26
Chaofu,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.64,24.17
Chongde Changping,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.69,24.19
Xin Guo,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,121.14,22.75
Windsor Hotel - 1F - Taichung,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.62,24.18
Chung Kang,Taichung City,TXG,TW,886-4-319-8566,GMT+08:00 Asia/Taipei,120.73,24.26
Shizheng,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.64,24.16
National Library of Public Inform,Taichung city,TXG,TW,,GMT+08:00 Asia/Taipei,120.67,24.12
Da Ying,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.67,24.15
HSR Wu Ri - Minor,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.72,24.26
Goang San SOGO,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.66,24.15
Chung Yo,Taichung City,TXG,TW,886-4-223-5596,GMT+08:00 Asia/Taipei,120.68,24.15
Wuquan W. Huizjong-Taichung,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,121.12,22.73
MODE Mall - 1F,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,121.49,25.06
TSMC Fab 15-Taichung,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.62,24.18
Xiangyang-Fengyuan,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.73,24.25
AUO-1F-Taichung,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.66,24.17
Fu Kang,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.63,24.17
Tai An Rest Area-Freeway 1,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.67,24.12
Wu Quan,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.66,24.14
Taiping,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.71,24.15
Zhongzheng Jiguang,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.68,24.14
Eslite Yuan Dao - 1F,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.63,24.17
Zhongqing,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.66,24.19
FE21 - 11F,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.64,24.17
CMU Hospital - Wuguan District 1F,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.68,24.16
Wenxin S. Jianguo S.,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.65,24.12
Chong Han,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,121.13,22.79
Mitsukoshi-Taichung-11F,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.64,24.17
299 Xi Tun - Taichung,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.64,24.18
Parklanes by Splendor-B1,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.67,24.14
Zhongqing Taiyuan,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.67,24.17
Nantun Wenxin,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.65,24.15
Henan Qinghai,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.62,24.18
Jungong Dongshan,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.7,24.18
Qing Jing,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.72,24.14
Mitsukoshi #1,Taichung City,TXG,TW,,GMT+08:00 Asia/Taipei,120.62,24.18
Tanzi,Taichung City,TXQ,TW,,GMT+08:00 Asia/Taipei,120.7,24.21
Douliu,Douliu City,YUN,TW,,GMT+08:00 Asia/Taipei,120.53,23.7
Xiluo Rest Area-Freeway #1,Xiluo Township,YUN,TW,,GMT+08:00 Asia/Taipei,120.46,23.78
THSR Yunlin Station,Yunlin County,YUN,TW,,GMT+08:00 Asia/Taipei,120.42,23.74
Huwei,Yunlin County,YUN,TW,,GMT+08:00 Asia/Taipei,120.43,23.71
Safeway-Anchorage #1809,Anchorage,AK,US,907-339-0900,GMT-09:00 America/Anchorage,-149.78,61.21
Safeway-Anchorage #2628,Anchorage,AK,US,907-339-2800,GMT-09:00 America/Anchorage,-149.84,61.14
Safeway - Anchorage #1813,Anchorage,AK,US,907-339-1300,GMT-09:00 America/Anchorage,-149.85,61.11
100th & C St - Anchorage,Anchorage,AK,US,(907) 227-9631,GMT-09:00 America/Anchorage,-149.89,61.13
Old Seward & Diamond,Anchorage,AK,US,907-344-4160,GMT-09:00 America/Anchorage,-149.86,61.14
Fred Meyer - Anchorage #11,Anchorage,AK,US,907-264-9600,GMT-09:00 America/Anchorage,-149.87,61.19
Safeway - Anchorage #520,Anchorage,AK,US,907-339-5200,GMT-09:00 America/Anchorage,-149.82,61.22
ANC Main Terminal Ticketing,Anchorage,AK,US,,GMT-09:00 America/Anchorage,-149.98,61.18
Tudor Rd and C Street,Anchorage,AK,US,907-561-3141,GMT-09:00 America/Anchorage,-149.88,61.18
Fred Meyer-Anchorage East #18,Anchorage,AK,US,907-269-1700,GMT-09:00 America/Anchorage,-149.74,61.21
Safeway-Anchorage #1817,Anchorage,AK,US,907-331-1700,GMT-09:00 America/Anchorage,-149.74,61.2
Fred Meyer - Anchorage #656,Anchorage,AK,US,907-365-2000,GMT-09:00 America/Anchorage,-149.84,61.14
Target Anchorage NE T-2371,Anchorage,AK,US,,GMT-09:00 America/Anchorage,-149.74,61.23
Fred Meyer - Anchorage (Dimond) #71,Anchorage,AK,US,907-267-6700,GMT-09:00 America/Anchorage,-149.92,61.14
Tudor & Lake Otis- Anchorage,Anchorage,AK,US,907-561-1644,GMT-09:00 America/Anchorage,-149.84,61.18
Elmendorf AFB,Anchorage,AK,US,907-753-4420,GMT-09:00 America/Anchorage,-149.75,61.23
Safeway-Anchorage #1812,Anchorage,AK,US,,GMT-09:00 America/Anchorage,-149.96,61.14
Teavana - Anchorage Fifth Avenue,Anchorage,AK,US,907-274-2022,GMT-09:00 America/Anchorage,-149.89,61.22
Target Anchorage South T-2372,Anchorage,AK,US,907-267-7500,GMT-09:00 America/Anchorage,-149.88,61.13
ANC - Baggage Claim,Anchorage,AK,US,907-248-1801,GMT-09:00 America/Anchorage,-149.95,61.15
"ANC Anchorage S Dom, Term, Conc C",Anchorage,AK,US,,GMT-09:00 America/Anchorage,-149.98,61.17
Carrs-Anchorage #1805,Anchorage,AK,US,907-339-0500,GMT-09:00 America/Anchorage,-149.92,61.19
Tikahtnu Commons - Anchorage,Anchorage,AK,US,907-338-1035,GMT-09:00 America/Anchorage,-149.74,61.23
5th Avenue Mall - Level 2,Anchorage,AK,US,9072782251,GMT-09:00 America/Anchorage,-149.89,61.22
Safeway-Eagle River #1807,Eagle River,AK,US,907-696-6400,GMT-09:00 America/Anchorage,-149.57,61.32
Eagle River,Eagle River,AK,US,907-696-6055,GMT-09:00 America/Anchorage,-149.57,61.33
Fred Meyer-Eagle River #668,Eagle River,AK,US,,GMT-09:00 America/Anchorage,-149.55,61.35
Safeway - Fairbanks #2754,Fairbanks,AK,US,907-374-4000,GMT-09:00 America/Anchorage,-147.81,64.84
Safeway-Fairbanks #3410,Fairbanks,AK,US,907-374-4100,GMT-09:00 America/Anchorage,-147.7,64.85
Fred Meyer-Fairbanks #485,Fairbanks,AK,US,907-474-1403,GMT-09:00 America/Anchorage,-147.82,64.84
FAI - Main Terminal,Fairbanks,AK,US,907-457-1801,GMT-09:00 America/Anchorage,-147.87,64.82
Fred Meyer - Fairbanks #224,Fairbanks,AK,US,907-459-4629,GMT-09:00 America/Anchorage,-147.69,64.85
Fort Richardson Frontier Theater,Fort Richardson,AK,US,(907) 428-1173,GMT-09:00 America/Anchorage,-149.68,61.26
Fort Wainwright,Fort Wainwright,AK,US,,GMT-09:00 America/Anchorage,-147.65,64.83
Safeway-Homer #1832,Homer,AK,US,,GMT-09:00 America/Anchorage,-151.54,59.64
Safeway-Juneau #1820,Juneau,AK,US,907-523-2000,GMT-09:00 America/Anchorage,-134.55,58.36
Fred Meyer-Juneau #158,Juneau,AK,US,907-789-6500,GMT-09:00 America/Anchorage,-134.56,58.36
Carrs-Ketchikan #1818,Ketchikan,AK,US,907-228-1900,GMT-09:00 America/Anchorage,-131.67,55.35
Safeway-Kodiak #1090,Kodiak,AK,US,907-481-1500,GMT-09:00 America/Anchorage,-152.37,57.81
Safeway-North Pole #1821,North Pole,AK,US,907-490-2700,GMT-09:00 America/Anchorage,-147.35,64.76
Safeway-Palmer #1739,Palmer,AK,US,907-761-1400,GMT-09:00 America/Anchorage,-149.13,61.6
Fred Meyer - Palmer #649,Palmer,AK,US,907-761-4200,GMT-09:00 America/Anchorage,-149.12,61.6
Safeway-Seward #2728,Seward,AK,US,,GMT-09:00 America/Anchorage,-149.43,60.13
Fred Meyer-Soldotna #17,Soldotna,AK,US,907-260-2200,GMT-09:00 America/Anchorage,-151.05,60.49
Safeway-Soldotna #548,Soldotna,AK,US,907-714-5400,GMT-09:00 America/Anchorage,-151.07,60.48
Parks Hwy & Palmer Wasilla Hwy,Wasilla,AK,US,907-376-6055,GMT-09:00 America/Anchorage,-149.41,61.58
Safeway - Wasilla #1811,Wasilla,AK,US,907-352-1100,GMT-09:00 America/Anchorage,-149.44,61.58
Target Wasilla T-2339,Wasilla,AK,US,907-631-7200,GMT-09:00 America/Anchorage,-149.41,61.58
Fred Meyer - Wasilla #653,Wasilla,AK,US,907-352-5000,GMT-09:00 America/Anchorage,-149.41,61.58
Target Alabaster T-2276,Alabaster,AL,US,205-564-2608,GMT-06:00 America/Chicago,-86.81,33.23
I-65 & US HWY 31,Alabaster,AL,US,205-664-3797,GMT-06:00 America/Chicago,-86.8,33.22
Hwy 119 & Kent Dairy,Alabaster,AL,US,205-685-9705,GMT-06:00 America/Chicago,-86.83,33.21
Hwy 72 & Braly,Athens,AL,US,256-230-9385,GMT-06:00 America/Chicago,-86.95,34.78
"Kroger-Auburn, AL #260",Auburn,AL,US,334-821-1325,GMT-06:00 America/Chicago,-85.46,32.61
Auburn University Lowder Lounge,Auburn,AL,US,,GMT-06:00 America/Chicago,-85.48,32.61
Auburn University - Auburn AL - stu,Auburn,AL,US,(334) 844-1200,GMT-06:00 America/Chicago,-85.49,32.6
Target Bessemer T-2375,Bessemer,AL,US,(205) 565-3760,GMT-06:00 America/Chicago,-86.93,33.33
Super Target Birmingham ST-1772,Birmingham,AL,US,205-408-7687,GMT-06:00 America/Chicago,-86.71,33.43
Montclair & Elder,Birmingham,AL,US,205-951-1907,GMT-06:00 America/Chicago,-86.72,33.53
UAB Hospital,Birmingham,AL,US,205-933-3186,GMT-06:00 America/Chicago,-86.8,33.51
BHM - F7,Birmingham,AL,US,205-592-4362,GMT-06:00 America/Chicago,-86.75,33.56
State Farm & Lakeshore,Birmingham,AL,US,205-945-2512,GMT-06:00 America/Chicago,-86.83,33.45
Hwy 280 & Hwy 119,Birmingham,AL,US,205-995-1408,GMT-06:00 America/Chicago,-86.67,33.42
Brookwood Medical Center / Birmingh,Birmingham,AL,US,(205) 877-2110,GMT-06:00 America/Chicago,-86.78,33.46
UAB Birmingham Hill University Cent,Birmingham,AL,US,7706569308,GMT-06:00 America/Chicago,-86.81,33.5
Univ of AL Birmingham/Library,Birmingham,AL,US,7706569308,GMT-06:00 America/Chicago,-86.81,33.5
20th Street and 3rd Ave.,Birmingham,AL,US,205-568-3510,GMT-06:00 America/Chicago,-86.8,33.51
BHM F-13,Birmingham,AL,US,2055924362,GMT-06:00 America/Chicago,-86.75,33.56
Morrison @ Saint Vincents Hospital,Birmingham,AL,US,205-939-7010,GMT-06:00 America/Chicago,-86.79,33.51
Montgomery Hwy & Braddock,Birmingham,AL,US,205-822-3848,GMT-06:00 America/Chicago,-86.81,33.4
Hwy 150 & I-459 FLY,Birmingham,AL,US,205-985-0622,GMT-06:00 America/Chicago,-86.81,33.37
Munger Bldg,Birmingham,AL,US,205-930-0802,GMT-06:00 America/Chicago,-86.8,33.5
Super Target Trussville ST-1773,Birmingham,AL,US,205-655-6950,GMT-06:00 America/Chicago,-86.64,33.6
Hwy 69 & Olive Street - Cullman,Cullman,AL,US,2567365687,GMT-06:00 America/Chicago,-86.84,34.15
I-10 & Jubilee Square Shopping Ctr,Daphne,AL,US,251-626-7635,GMT-06:00 America/Chicago,-87.91,30.65
Target Decatur T-2084,Decatur,AL,US,256-898-3036,GMT-06:00 America/Chicago,-86.96,34.59
Beltline & Spring,Decatur,AL,US,256-308-9842,GMT-06:00 America/Chicago,-87,34.56
Target Dothan T-1468,Dothan,AL,US,334-340-1112,GMT-06:00 America/Chicago,-85.45,31.27
University of North Alabama,Florence,AL,US,,GMT-06:00 America/Chicago,-87.68,34.8
"Florence, AL",Florence,AL,US,256-764-8218,GMT-06:00 America/Chicago,-87.64,34.84
Hwy 59 at Riviera Center,Foley,AL,US,251-971-6536,GMT-06:00 America/Chicago,-87.68,30.38
Target Fultondale T-2355,Fultondale,AL,US,205-453-6032,GMT-06:00 America/Chicago,-86.81,33.61
TCA @ Gadsden,Gadsden,AL,US,256-413-7135,GMT-06:00 America/Chicago,-86.08,33.99
Magnolia City Place,Gardendale,AL,US,2055523732,GMT-06:00 America/Chicago,-86.82,33.65
Target Gulf Shores T-2154,Gulf Shores,AL,US,251-967-7001,GMT-06:00 America/Chicago,-87.68,30.3
Target Homewood T-2796,Homewood,AL,US,205-994-7531,GMT-06:00 America/Chicago,-86.77,33.47
The Crossings of Hoover,Hoover,AL,US,2055044196,GMT-06:00 America/Chicago,-86.85,33.36
Hwy 280 & Inverness Ctr Dr,Hoover,AL,US,205-980-2359,GMT-06:00 America/Chicago,-86.7,33.42
Target Hoover West T-2503,Hoover,AL,US,205-747-1654,GMT-06:00 America/Chicago,-86.83,33.4
Teavana - Riverchase Galleria,Hoover,AL,US,205-444-3833,GMT-06:00 America/Chicago,-86.81,33.38
River Chase Galleria,Hoover,AL,US,205-987-4867,GMT-06:00 America/Chicago,-86.81,33.38
Memorial & Mastin Lake,Huntsville,AL,US,256-851-1463,GMT-06:00 America/Chicago,-86.59,34.77
Super Target Huntsville ST-1367,Huntsville,AL,US,256-650-3491,GMT-06:00 America/Chicago,-86.55,34.68
Airport Rd & Chateau Dr,Huntsville,AL,US,256-881-1240,GMT-06:00 America/Chicago,-86.57,34.69
Whitesburg Dr at Governors Dr,Huntsville,AL,US,256-534-2991,GMT-06:00 America/Chicago,-86.58,34.72
Kroger - Huntsville #677,Huntsville,AL,US,256-726-0600,GMT-06:00 America/Chicago,-86.71,34.75
Super Target Huntsville ST-1346,Huntsville,AL,US,256-922-0189,GMT-06:00 America/Chicago,-86.68,34.74
Memorial Pkwy & Hwy 72,Huntsville,AL,US,256 539-3466,GMT-06:00 America/Chicago,-86.6,34.74
Hwy 72 & Hughes,Madison,AL,US,256-430-2393,GMT-06:00 America/Chicago,-86.74,34.75
Kroger Madison 605,Madison,AL,US,256-461-0914,GMT-06:00 America/Chicago,-86.75,34.71
